year,constructorId,d1_dnf_rate,d2_dnf_rate,d1_starts,d2_starts,era,within_team_gap
2022,214,0.2727272727272727,0.09090909090909091,22.0,22.0,2014–present,0.1818181818181818
2023,1,0.045454545454545456,0.13636363636363635,22.0,22.0,2014–present,0.0909090909090909
2023,3,0.18181818181818182,0.3181818181818182,22.0,22.0,2014–present,0.13636363636363635
2023,6,0.13636363636363635,0.22727272727272727,22.0,22.0,2014–present,0.09090909090909091
2023,9,0.09090909090909091,0.0,22.0,22.0,2014–present,0.09090909090909091
2023,51,0.13636363636363635,0.13636363636363635,22.0,22.0,2014–present,0.0
2023,117,0.09090909090909091,0.22727272727272727,22.0,22.0,2014–present,0.13636363636363635
2023,131,0.09090909090909091,0.18181818181818182,22.0,22.0,2014–present,0.09090909090909091
2023,210,0.09090909090909091,0.22727272727272727,22.0,22.0,2014–present,0.13636363636363635
2023,214,0.3181818181818182,0.13636363636363635,22.0,22.0,2014–present,0.18181818181818182
2024,1,0.0,0.0,24.0,24.0,2014–present,0.0
2024,9,0.20833333333333334,0.041666666666666664,24.0,24.0,2014–present,0.16666666666666669
2024,15,0.08333333333333333,0.08333333333333333,24.0,24.0,2014–present,0.0
2024,117,0.041666666666666664,0.16666666666666666,24.0,24.0,2014–present,0.125
2024,131,0.08333333333333333,0.125,24.0,24.0,2014–present,0.04166666666666667
