raceId,year,driverId,driver,median_pace_ms,leader_pace_ms,pace_gap_pct,mean_gap,std_gap,residual,z
902,2014,4,Fernando Alonso,101417.0,100250.0,1.1640897755610973,1.7947776189201181,0.8684990008887206,-0.6306878433590208,-0.7261814264767702
902,2014,8,Kimi Räikkönen,101974.0,100250.0,1.7197007481296758,1.4567873847566934,1.3156806952672813,0.2629133633729823,0.1998306764845944
902,2014,13,Felipe Massa,101116.5,100250.0,0.8643391521197007,1.7563214434668013,2.036534833187874,-0.8919822913471006,-0.4379901962937914
902,2014,18,Jenson Button,101551.5,100250.0,1.2982543640897755,2.0806505480091424,0.9391689981943444,-0.7823961839193669,-0.8330728393117848
902,2014,20,Sebastian Vettel,101270.0,100250.0,1.0174563591022443,0.9559028376819697,0.8973755031017987,0.06155352142027459,0.06859282564268075
902,2014,154,Romain Grosjean,101994.5,100250.0,1.740149625935162,2.376069897168195,0.9146571972708218,-0.635920271233033,-0.6952553078142375
902,2014,155,Kamui Kobayashi,103879.0,100250.0,3.6199501246882795,3.875558431432262,0.7841552095910036,-0.2556083067439827,-0.32596647145569796
902,2014,807,Nico Hülkenberg,101173.0,100250.0,0.9206982543640898,1.9377219215271062,1.2255369193024381,-1.0170236671630164,-0.8298596730499925
902,2014,813,Pastor Maldonado,102024.0,100250.0,1.769576059850374,2.2122200039579876,0.9726260623857304,-0.44264394410761354,-0.4551018744262961
902,2014,815,Sergio Pérez,101203.0,100250.0,0.9506234413965087,1.378770908565631,0.8767725254623746,-0.42814746716912233,-0.48832217563310915
902,2014,817,Daniel Ricciardo,102001.5,100250.0,1.7471321695760598,1.4225304803628576,0.9090088996901978,0.3246016892132022,0.35709407171242297
902,2014,820,Max Chilton,103402.0,100250.0,3.144139650872818,3.959260740940551,0.6443486489201323,-0.8151210900677333,-1.2650311154276486
902,2014,821,Esteban Gutiérrez,102868.0,100250.0,2.6114713216957606,2.57939456584725,1.4141909382253144,0.03207675584851044,0.02268205443938423
902,2014,822,Valtteri Bottas,101187.0,100250.0,0.9346633416458853,1.285662633448945,1.2052574802191036,-0.35099929180305967,-0.2912234917133653
902,2014,824,Jules Bianchi,104424.0,100250.0,4.163591022443891,3.4582325698520546,0.40000244477399627,0.7053584525918359,1.763385353782944
902,2014,825,Kevin Magnussen,102213.0,100250.0,1.9581047381546135,2.4421932784219638,1.901694730988193,-0.48408854026735026,-0.2545563871945943
902,2014,826,Daniil Kvyat,101908.5,100250.0,1.6543640897755612,2.1152093418524482,1.1012352512701788,-0.4608452520768871,-0.4184802943288841
902,2014,828,Marcus Ericsson,104048.0,100250.0,3.7885286783042393,3.315349174023586,2.2666022984741865,0.47317950428065325,0.20876159200896624
903,2014,1,Lewis Hamilton,102934.0,102934.0,0.0,0.38892696880117944,0.4822604277395991,-0.38892696880117944,-0.8064666856953565
903,2014,3,Nico Rosberg,103256.0,102934.0,0.312821808148911,0.25256286118291765,0.4419965640400648,0.06025894696599332,0.13633351901018656
903,2014,4,Fernando Alonso,103560.0,102934.0,0.608156682923038,1.7947776189201181,0.8684990008887206,-1.18662093599708,-1.3662893506876008
903,2014,8,Kimi Räikkönen,104431.0,102934.0,1.4543299590028562,1.4567873847566934,1.3156806952672813,-0.002457425753837228,-0.001867797986758482
903,2014,13,Felipe Massa,104630.0,102934.0,1.6476577224240776,1.7563214434668013,2.036534833187874,-0.1086637210427237,-0.053357162996631784
903,2014,18,Jenson Button,105191.5,102934.0,2.1931528940874734,2.0806505480091424,0.9391689981943444,0.11250234607833098,0.11978924591274745
903,2014,20,Sebastian Vettel,103898.5,102934.0,0.9370081799988342,0.9559028376819697,0.8973755031017987,-0.018894657683135474,-0.021055464092596312
903,2014,154,Romain Grosjean,105559.5,102934.0,2.550663531971943,2.376069897168195,0.9146571972708218,0.174593634803748,0.1908842299876993
903,2014,155,Kamui Kobayashi,106374.0,102934.0,3.341947267180912,3.875558431432262,0.7841552095910036,-0.5336111642513504,-0.6804917670950232
903,2014,807,Nico Hülkenberg,104146.0,102934.0,1.177453513902112,1.9377219215271062,1.2255369193024381,-0.7602684076249941,-0.620355368859659
903,2014,813,Pastor Maldonado,105314.5,102934.0,2.312646938815163,2.2122200039579876,0.9726260623857304,0.10042693485717535,0.1032533866210007
903,2014,815,Sergio Pérez,104266.0,102934.0,1.2940330697340043,1.378770908565631,0.8767725254623746,-0.08473783883162667,-0.09664746142329145
903,2014,817,Daniel Ricciardo,103625.0,102934.0,0.6713039423319798,1.4225304803628576,0.9090088996901978,-0.7512265380308778,-0.8264237438015246
903,2014,818,Jean-Éric Vergne,105043.5,102934.0,2.0493714418948064,1.8068267658194042,0.6077480415448707,0.2425446760754022,0.39908754861449414
903,2014,820,Max Chilton,106643.5,102934.0,3.60376551965337,3.959260740940551,0.6443486489201323,-0.3554952212871809,-0.5517125268795976
903,2014,821,Esteban Gutiérrez,105293.0,102934.0,2.2917597683952824,2.57939456584725,1.4141909382253144,-0.28763479745196774,-0.20339176958164093
903,2014,822,Valtteri Bottas,103967.0,102934.0,1.0035556764528728,1.285662633448945,1.2052574802191036,-0.28210695699607213,-0.23406364335095264
903,2014,824,Jules Bianchi,106170.5,102934.0,3.1442477704159946,3.4582325698520546,0.40000244477399627,-0.31398479943606006,-0.7849572009827673
903,2014,825,Kevin Magnussen,104968.0,102934.0,1.9760234713505742,2.4421932784219638,1.901694730988193,-0.46616980707138955,-0.24513387952079457
903,2014,826,Daniil Kvyat,105041.0,102934.0,2.046942701148309,2.1152093418524482,1.1012352512701788,-0.06826664070413946,-0.06199096934592299
903,2014,828,Marcus Ericsson,107110.5,102934.0,4.057454291099151,3.315349174023586,2.2666022984741865,0.7421051170755648,0.32740861401893456
904,2014,1,Lewis Hamilton,91406.0,91406.0,0.0,0.38892696880117944,0.4822604277395991,-0.38892696880117944,-0.8064666856953565
904,2014,3,Nico Rosberg,91464.0,91406.0,0.0634531650001094,0.25256286118291765,0.4419965640400648,-0.18910969618280826,-0.42785331735218285
904,2014,4,Fernando Alonso,92036.0,91406.0,0.6892326543115331,1.7947776189201181,0.8684990008887206,-1.105544964608585,-1.2729375203394584
904,2014,8,Kimi Räikkönen,92408.0,91406.0,1.0962081263812005,1.4567873847566934,1.3156806952672813,-0.360579258375493,-0.2740628935824289
904,2014,13,Felipe Massa,92811.0,91406.0,1.5370982211233397,1.7563214434668013,2.036534833187874,-0.2192232223434616,-0.10764521125342218
904,2014,16,Adrian Sutil,93282.0,91406.0,2.0523816817276765,2.2858253540869704,0.680936895744923,-0.23344367235929386,-0.3428271750555006
904,2014,18,Jenson Button,92752.5,91406.0,1.473098046080126,2.0806505480091424,0.9391689981943444,-0.6075525019290164,-0.6469043410686499
904,2014,20,Sebastian Vettel,92296.0,91406.0,0.9736778767258167,0.9559028376819697,0.8973755031017987,0.01777503904384703,0.019807805074249524
904,2014,154,Romain Grosjean,92689.5,91406.0,1.4041747806489726,2.376069897168195,0.9146571972708218,-0.9718951165192224,-1.0625785479184864
904,2014,155,Kamui Kobayashi,95328.0,91406.0,4.290746778110846,3.875558431432262,0.7841552095910036,0.4151883466785842,0.5294721524519825
904,2014,807,Nico Hülkenberg,92763.0,91406.0,1.4845852569853182,1.9377219215271062,1.2255369193024381,-0.453136664541788,-0.36974542129641297
904,2014,813,Pastor Maldonado,92836.5,91406.0,1.5649957333216638,2.2122200039579876,0.9726260623857304,-0.6472242706363238,-0.6654399832231139
904,2014,815,Sergio Pérez,92637.0,91406.0,1.3467387261230117,1.378770908565631,0.8767725254623746,-0.032032182442619295,-0.036534199592678625
904,2014,817,Daniel Ricciardo,92090.0,91406.0,0.7483097389668074,1.4225304803628576,0.9090088996901978,-0.6742207413960501,-0.7417097254227472
904,2014,818,Jean-Éric Vergne,94599.5,91406.0,3.493753145307748,1.8068267658194042,0.6077480415448707,1.6869263794883438,2.7757002313002044
904,2014,820,Max Chilton,94014.0,91406.0,2.8532043848325057,3.959260740940551,0.6443486489201323,-1.1060563561080454,-1.7165495077264332
904,2014,821,Esteban Gutiérrez,93237.0,91406.0,2.003150777848281,2.57939456584725,1.4141909382253144,-0.576243787998969,-0.40747240872728574
904,2014,822,Valtteri Bottas,92458.5,91406.0,1.151456140734744,1.285662633448945,1.2052574802191036,-0.13420649271420104,-0.11135088967861345
904,2014,824,Jules Bianchi,94024.0,91406.0,2.8641445856945933,3.4582325698520546,0.40000244477399627,-0.5940879841574613,-1.4852108828812898
904,2014,825,Kevin Magnussen,92884.0,91406.0,1.6169616874165809,2.4421932784219638,1.901694730988193,-0.8252315910053829,-0.43394535282566676
904,2014,826,Daniil Kvyat,92801.0,91406.0,1.526158020261252,2.1152093418524482,1.1012352512701788,-0.5890513215911963,-0.5349005318452864
904,2014,828,Marcus Ericsson,94932.0,91406.0,3.857514823972168,3.315349174023586,2.2666022984741865,0.5421656499485819,0.23919752058557103
905,2014,1,Lewis Hamilton,80468.0,80302.0,0.2067196333839755,0.38892696880117944,0.4822604277395991,-0.18220733541720394,-0.3778193791915028
905,2014,3,Nico Rosberg,80302.0,80302.0,0.0,0.25256286118291765,0.4419965640400648,-0.25256286118291765,-0.5714136301747904
905,2014,4,Fernando Alonso,80933.0,80302.0,0.7857836666583646,1.7947776189201181,0.8684990008887206,-1.0089939522617535,-1.1617675451891905
905,2014,8,Kimi Räikkönen,81450.5,80302.0,1.430225897237927,1.4567873847566934,1.3156806952672813,-0.026561487518766524,-0.020188399521489174
905,2014,13,Felipe Massa,81697.0,80302.0,1.7371920998231676,1.7563214434668013,2.036534833187874,-0.019129343643633723,-0.00939308443533458
905,2014,16,Adrian Sutil,83154.0,80302.0,3.5515927374162537,2.2858253540869704,0.680936895744923,1.2657673833292833,1.858861505726716
905,2014,18,Jenson Button,81850.5,80302.0,1.9283454957535304,2.0806505480091424,0.9391689981943444,-0.15230505225561197,-0.16217001684301247
905,2014,154,Romain Grosjean,83064.0,80302.0,3.4395158277502427,2.376069897168195,0.9146571972708218,1.0634459305820476,1.1626715820475535
905,2014,155,Kamui Kobayashi,84167.0,80302.0,4.813080620657019,3.875558431432262,0.7841552095910036,0.9375221892247572,1.1955824277616496
905,2014,807,Nico Hülkenberg,81907.0,80302.0,1.9987048890438595,1.9377219215271062,1.2255369193024381,0.06098296751675325,0.0497602043286171
905,2014,817,Daniel Ricciardo,80627.0,80302.0,0.40472217379392794,1.4225304803628576,0.9090088996901978,-1.0178083065689296,-1.1196901448553607
905,2014,818,Jean-Éric Vergne,81805.0,80302.0,1.8716843914223804,1.8068267658194042,0.6077480415448707,0.06485762560297625,0.10671795081085052
905,2014,820,Max Chilton,83806.0,80302.0,4.363527682996687,3.959260740940551,0.6443486489201323,0.404266942056136,0.627404034653676
905,2014,821,Esteban Gutiérrez,81984.5,80302.0,2.0952155612562575,2.57939456584725,1.4141909382253144,-0.4841790045909926,-0.34237173461074133
905,2014,822,Valtteri Bottas,81761.0,80302.0,1.8168912355856641,1.285662633448945,1.2052574802191036,0.5312286021367192,0.4407594317856025
905,2014,824,Jules Bianchi,82621.0,80302.0,2.887848372394212,3.4582325698520546,0.40000244477399627,-0.5703841974578427,-1.425951778320038
905,2014,825,Kevin Magnussen,81684.5,80302.0,1.7216258623695548,2.4421932784219638,1.901694730988193,-0.7205674160524089,-0.37890803624300656
905,2014,828,Marcus Ericsson,83000.0,80302.0,3.359816691987746,3.315349174023586,2.2666022984741865,0.04446751796416004,0.019618579754416703
906,2014,1,Lewis Hamilton,80152.0,79954.0,0.24764239437676663,0.38892696880117944,0.4822604277395991,-0.1412845744244128,-0.2929632337586295
906,2014,3,Nico Rosberg,79954.5,79954.0,0.0006253595817595117,0.25256286118291765,0.4419965640400648,-0.25193750160115813,-0.5699987784934936
906,2014,4,Fernando Alonso,80122.0,79954.0,0.21012081947119593,1.7947776189201181,0.8684990008887206,-1.5846567994489222,-1.8245925416464144
906,2014,8,Kimi Räikkönen,80095.0,79954.0,0.1763514020561823,1.4567873847566934,1.3156806952672813,-1.2804359827005112,-0.9732118038262999
906,2014,13,Felipe Massa,80022.0,79954.0,0.0850489031192936,1.7563214434668013,2.036534833187874,-1.6712725403475077,-0.820645202385954
906,2014,16,Adrian Sutil,81432.0,79954.0,1.8485629236811167,2.2858253540869704,0.680936895744923,-0.43726243040585366,-0.6421482418389192
906,2014,18,Jenson Button,79954.0,79954.0,0.0,2.0806505480091424,0.9391689981943444,-2.0806505480091424,-2.2154165565616215
906,2014,20,Sebastian Vettel,80197.5,79954.0,0.3045501163168822,0.9559028376819697,0.8973755031017987,-0.6513527213650875,-0.7258418790279789
906,2014,154,Romain Grosjean,81177.0,79954.0,1.5296295369837656,2.376069897168195,0.9146571972708218,-0.8464403601844295,-0.9254181377570312
906,2014,807,Nico Hülkenberg,80475.0,79954.0,0.6516246841934112,1.9377219215271062,1.2255369193024381,-1.286097237333695,-1.049415335496973
906,2014,815,Sergio Pérez,80245.0,79954.0,0.3639592765840358,1.378770908565631,0.8767725254623746,-1.0148116319815952,-1.1574400457478116
906,2014,817,Daniel Ricciardo,80083.0,79954.0,0.16134277209395403,1.4225304803628576,0.9090088996901978,-1.2611877082689036,-1.3874316397768305
906,2014,818,Jean-Éric Vergne,80394.5,79954.0,0.5509417915301298,1.8068267658194042,0.6077480415448707,-1.2558849742892744,-2.06645663735397
906,2014,821,Esteban Gutiérrez,81219.0,79954.0,1.5821597418515647,2.57939456584725,1.4141909382253144,-0.9972348239956854,-0.705162787457207
906,2014,822,Valtteri Bottas,80449.0,79954.0,0.6191059859419166,1.285662633448945,1.2052574802191036,-0.6665566475070284,-0.553040871719672
906,2014,825,Kevin Magnussen,80387.5,79954.0,0.5421867573854967,2.4421932784219638,1.901694730988193,-1.9000065210364672,-0.9991122602780476
906,2014,826,Daniil Kvyat,81188.0,79954.0,1.543387447782475,2.1152093418524482,1.1012352512701788,-0.5718218940699733,-0.51925498517272
907,2014,1,Lewis Hamilton,73798.5,73677.0,0.16490899466590658,0.38892696880117944,0.4822604277395991,-0.22401797413527286,-0.46451659984889615
907,2014,3,Nico Rosberg,73677.0,73677.0,0.0,0.25256286118291765,0.4419965640400648,-0.25256286118291765,-0.5714136301747904
907,2014,4,Fernando Alonso,73817.0,73677.0,0.1900185946767648,1.7947776189201181,0.8684990008887206,-1.6047590242433534,-1.8477384805293158
907,2014,8,Kimi Räikkönen,74083.0,73677.0,0.5510539245626179,1.4567873847566934,1.3156806952672813,-0.9057334601940755,-0.6884143420604611
907,2014,13,Felipe Massa,74088.0,73677.0,0.5578403029439309,1.7563214434668013,2.036534833187874,-1.1984811405228704,-0.588490371484016
907,2014,16,Adrian Sutil,75107.0,73677.0,1.9409042170555262,2.2858253540869704,0.680936895744923,-0.3449211370314442,-0.5065390628512083
907,2014,18,Jenson Button,74119.0,73677.0,0.5999158489080717,2.0806505480091424,0.9391689981943444,-1.4807346991010708,-1.5766435028710977
907,2014,20,Sebastian Vettel,75160.0,73677.0,2.0128398278974444,0.9559028376819697,0.8973755031017987,1.0569369902154748,1.1778090515755648
907,2014,154,Romain Grosjean,75601.0,73677.0,2.6113984011292533,2.376069897168195,0.9146571972708218,0.2353285039610582,0.25728601345207536
907,2014,155,Kamui Kobayashi,76253.0,73677.0,3.4963421420524723,3.875558431432262,0.7841552095910036,-0.3792162893797899,-0.48359850797596554
907,2014,807,Nico Hülkenberg,74113.5,73677.0,0.5924508326886274,1.9377219215271062,1.2255369193024381,-1.3452710888384787,-1.0976993574409752
907,2014,813,Pastor Maldonado,74647.0,73677.0,1.3165574059747276,2.2122200039579876,0.9726260623857304,-0.89566259798326,-0.920870448182636
907,2014,815,Sergio Pérez,73850.0,73677.0,0.2348086919934308,1.378770908565631,0.8767725254623746,-1.1439622165722003,-1.3047423172491868
907,2014,817,Daniel Ricciardo,74012.0,73677.0,0.4546873515479729,1.4225304803628576,0.9090088996901978,-0.9678431288148847,-1.064723490765314
907,2014,818,Jean-Éric Vergne,75165.0,73677.0,2.0196262062787573,1.8068267658194042,0.6077480415448707,0.21279944045935317,0.35014418132623787
907,2014,820,Max Chilton,76676.0,73677.0,4.070469753111555,3.959260740940551,0.6443486489201323,0.11120901217100343,0.17259136394152338
907,2014,821,Esteban Gutiérrez,75465.0,73677.0,2.426808909157539,2.57939456584725,1.4141909382253144,-0.15258565668971125,-0.10789607864493381
907,2014,822,Valtteri Bottas,73874.0,73677.0,0.2673833082237333,1.285662633448945,1.2052574802191036,-1.0182793252252116,-0.8448645554476034
907,2014,824,Jules Bianchi,76102.0,73677.0,3.2913935149368188,3.4582325698520546,0.40000244477399627,-0.16683905491523587,-0.4170950880300267
907,2014,825,Kevin Magnussen,74148.5,73677.0,0.6399554813578185,2.4421932784219638,1.901694730988193,-1.8022377970641452,-0.9477008942058928
907,2014,826,Daniil Kvyat,75140.0,73677.0,1.9856943143721921,2.1152093418524482,1.1012352512701788,-0.12951502748025612,-0.11760886452814857
907,2014,828,Marcus Ericsson,76306.0,73677.0,3.5682777528943905,3.315349174023586,2.2666022984741865,0.25292857887080444,0.11158930662034046
908,2014,1,Lewis Hamilton,98771.5,98771.5,0.0,0.38892696880117944,0.4822604277395991,-0.38892696880117944,-0.8064666856953565
908,2014,3,Nico Rosberg,98857.0,98771.5,0.0865634317591613,0.25256286118291765,0.4419965640400648,-0.16599942942375634,-0.37556723949715887
908,2014,4,Fernando Alonso,99692.0,98771.5,0.931948993383719,1.7947776189201181,0.8684990008887206,-0.8628286255363992,-0.9934710628952722
908,2014,16,Adrian Sutil,101602.5,98771.5,2.866211407136674,2.2858253540869704,0.680936895744923,0.5803860530497036,0.852334565326762
908,2014,18,Jenson Button,100466.0,98771.5,1.715575849308758,2.0806505480091424,0.9391689981943444,-0.36507469870038434,-0.3887209856823219
908,2014,20,Sebastian Vettel,99710.0,98771.5,0.9501728737540688,0.9559028376819697,0.8973755031017987,-0.005729963927900927,-0.006385246653262963
908,2014,154,Romain Grosjean,101714.0,98771.5,2.979098221653007,2.376069897168195,0.9146571972708218,0.603028324484812,0.6592943523367484
908,2014,155,Kamui Kobayashi,104165.0,98771.5,5.460583265415631,3.875558431432262,0.7841552095910036,1.5850248339833692,2.0213151868366466
908,2014,807,Nico Hülkenberg,101402.0,98771.5,2.663217628566945,1.9377219215271062,1.2255369193024381,0.7254957070398389,0.5919819269522969
908,2014,813,Pastor Maldonado,101944.0,98771.5,3.211958915274143,2.2122200039579876,0.9726260623857304,0.9997389113161552,1.0278759226993368
908,2014,815,Sergio Pérez,100986.5,98771.5,2.2425497233513716,1.378770908565631,0.8767725254623746,0.8637788147857406,0.9851800663236092
908,2014,817,Daniel Ricciardo,99560.0,98771.5,0.7983072040011542,1.4225304803628576,0.9090088996901978,-0.6242232763617034,-0.6867075521201683
908,2014,818,Jean-Éric Vergne,101182.5,98771.5,2.4409875318285135,1.8068267658194042,0.6077480415448707,0.6341607660091093,1.0434599910796891
908,2014,820,Max Chilton,102668.5,98771.5,3.94547010018072,3.959260740940551,0.6443486489201323,-0.013790640759831163,-0.021402451581054728
908,2014,822,Valtteri Bottas,99582.0,98771.5,0.820580835564915,1.285662633448945,1.2052574802191036,-0.4650817978840299,-0.385877545268985
908,2014,824,Jules Bianchi,102464.5,98771.5,3.7389327893167565,3.4582325698520546,0.40000244477399627,0.2807002194647019,0.701746259634236
908,2014,825,Kevin Magnussen,100259.0,98771.5,1.506001225049736,2.4421932784219638,1.901694730988193,-0.9361920533722277,-0.492293551702563
908,2014,826,Daniil Kvyat,100406.0,98771.5,1.6548295814075922,2.1152093418524482,1.1012352512701788,-0.46037976044485607,-0.41805759479080257
909,2014,1,Lewis Hamilton,82403.0,82160.0,0.2957643622200584,0.38892696880117944,0.4822604277395991,-0.09316260658112102,-0.19317904024964913
909,2014,3,Nico Rosberg,82160.0,82160.0,0.0,0.25256286118291765,0.4419965640400648,-0.25256286118291765,-0.5714136301747904
909,2014,4,Fernando Alonso,83088.5,82160.0,1.130111976630964,1.7947776189201181,0.8684990008887206,-0.6646656422891541,-0.765303865184661
909,2014,8,Kimi Räikkönen,83552.0,82160.0,1.694255111976631,1.4567873847566934,1.3156806952672813,0.23746772721993747,0.1804903941162531
909,2014,16,Adrian Sutil,84013.0,82160.0,2.255355404089581,2.2858253540869704,0.680936895744923,-0.03046994999738928,-0.04474709798777482
909,2014,18,Jenson Button,83274.0,82160.0,1.3558909444985394,2.0806505480091424,0.9391689981943444,-0.724759603510603,-0.7717030746372942
909,2014,20,Sebastian Vettel,82929.5,82160.0,0.936587147030185,0.9559028376819697,0.8973755031017987,-0.019315690651784734,-0.021524646689172606
909,2014,154,Romain Grosjean,85042.0,82160.0,3.5077896786757545,2.376069897168195,0.9146571972708218,1.1317197815075595,1.2373157778503407
909,2014,155,Kamui Kobayashi,84992.0,82160.0,3.4469328140214217,3.875558431432262,0.7841552095910036,-0.4286256174108405,-0.5466081359510463
909,2014,807,Nico Hülkenberg,83198.0,82160.0,1.2633885102239533,1.9377219215271062,1.2255369193024381,-0.6743334113031529,-0.5502350852775418
909,2014,813,Pastor Maldonado,83961.0,82160.0,2.192064264849075,2.2122200039579876,0.9726260623857304,-0.020155739108912663,-0.020723009477530502
909,2014,815,Sergio Pérez,83439.5,82160.0,1.5573271665043817,1.378770908565631,0.8767725254623746,0.17855625793875074,0.2036517486044483
909,2014,817,Daniel Ricciardo,83070.5,82160.0,1.108203505355404,1.4225304803628576,0.9090088996901978,-0.31432697500745355,-0.3457908664200981
909,2014,818,Jean-Éric Vergne,83666.0,82160.0,1.8330087633885102,1.8068267658194042,0.6077480415448707,0.026181997569105997,0.04308034872897727
909,2014,820,Max Chilton,85136.0,82160.0,3.622200584225901,3.959260740940551,0.6443486489201323,-0.3370601567146503,-0.5231021393146884
909,2014,821,Esteban Gutiérrez,83643.0,82160.0,1.8050146056475171,2.57939456584725,1.4141909382253144,-0.774379960199733,-0.5475780810556684
909,2014,822,Valtteri Bottas,82716.0,82160.0,0.676728334956183,1.285662633448945,1.2052574802191036,-0.6089342984927619,-0.5052317106400068
909,2014,824,Jules Bianchi,84735.0,82160.0,3.13412852969815,3.4582325698520546,0.40000244477399627,-0.3241040401539048,-0.8102551481579706
