year,round,constructorId,constructor,n_entries_season,n_mech_season,reliability_mean,reliability_sigma
2016,10,209,Manor Marussia,20,2,0.875,0.057570773308979785
2016,10,210,Haas F1 Team,20,1,0.90625,0.05074025880537429
2016,11,1,McLaren,22,6,0.7647058823529411,0.07169992943765224
2016,11,3,Williams,22,1,0.9117647058823529,0.04794336748099466
2016,11,4,Renault,22,3,0.8529411764705882,0.05986473465871852
2016,11,5,Toro Rosso,22,3,0.8529411764705882,0.05986473465871852
2016,11,6,Ferrari,22,3,0.8529411764705882,0.05986473465871852
2016,11,9,Red Bull,22,0,0.9411764705882353,0.03977196492840078
2016,11,10,Force India,22,3,0.8529411764705882,0.05986473465871852
2016,11,15,Sauber,22,2,0.8823529411764706,0.054460005868973614
2016,11,131,Mercedes,22,0,0.9411764705882353,0.03977196492840078
2016,11,209,Manor Marussia,22,2,0.8823529411764706,0.054460005868973614
2016,11,210,Haas F1 Team,22,1,0.9117647058823529,0.04794336748099466
2016,12,1,McLaren,24,6,0.7777777777777778,0.06834718724769394
2016,12,3,Williams,24,2,0.8888888888888888,0.051665617219475234
2016,12,4,Renault,24,3,0.8611111111111112,0.056854191276742294
2016,12,5,Toro Rosso,24,3,0.8611111111111112,0.056854191276742294
2016,12,6,Ferrari,24,3,0.8611111111111112,0.056854191276742294
2016,12,9,Red Bull,24,0,0.9444444444444444,0.03765746607803139
2016,12,10,Force India,24,3,0.8611111111111112,0.056854191276742294
2016,12,15,Sauber,24,3,0.8611111111111112,0.056854191276742294
2016,12,131,Mercedes,24,0,0.9444444444444444,0.03765746607803139
2016,12,209,Manor Marussia,24,2,0.8888888888888888,0.051665617219475234
2016,12,210,Haas F1 Team,24,1,0.9166666666666666,0.04543747973385589
2016,13,1,McLaren,26,6,0.7894736842105263,0.06528143925747813
2016,13,3,Williams,26,2,0.8947368421052632,0.049142082202518554
2016,13,4,Renault,26,3,0.868421052631579,0.05412850994785805
2016,13,5,Toro Rosso,26,4,0.8421052631578947,0.0583894943394978
2016,13,6,Ferrari,26,3,0.868421052631579,0.05412850994785805
2016,13,9,Red Bull,26,0,0.9473684210526316,0.03575611686772408
2016,13,10,Force India,26,3,0.868421052631579,0.05412850994785805
2016,13,15,Sauber,26,4,0.8421052631578947,0.0583894943394978
2016,13,131,Mercedes,26,0,0.9473684210526316,0.03575611686772408
2016,13,209,Manor Marussia,26,2,0.8947368421052632,0.049142082202518554
2016,13,210,Haas F1 Team,26,1,0.9210526315789473,0.04317961337591405
2016,14,1,McLaren,28,6,0.8,0.06246950475544243
2016,14,3,Williams,28,2,0.9,0.04685212856658182
2016,14,4,Renault,28,3,0.875,0.05164961690883359
2016,14,5,Toro Rosso,28,5,0.825,0.05934089200049687
2016,14,6,Ferrari,28,3,0.875,0.05164961690883359
2016,14,9,Red Bull,28,0,0.95,0.03403728228525088
2016,14,10,Force India,28,3,0.875,0.05164961690883359
2016,14,15,Sauber,28,4,0.85,0.055765187147188665
2016,14,131,Mercedes,28,0,0.95,0.03403728228525088
2016,14,209,Manor Marussia,28,3,0.875,0.05164961690883359
2016,14,210,Haas F1 Team,28,1,0.925,0.04113481701347057
2016,15,1,McLaren,30,7,0.7857142857142857,0.06257411362736665
2016,15,3,Williams,30,3,0.8809523809523809,0.049385828738172384
2016,15,4,Renault,30,3,0.8809523809523809,0.049385828738172384
2016,15,5,Toro Rosso,30,5,0.8333333333333334,0.05683286162253946
2016,15,6,Ferrari,30,3,0.8809523809523809,0.049385828738172384
2016,15,9,Red Bull,30,0,0.9523809523809523,0.0324759209271654
2016,15,10,Force India,30,3,0.8809523809523809,0.049385828738172384
2016,15,15,Sauber,30,4,0.8571428571428572,0.053363383402687745
2016,15,131,Mercedes,30,0,0.9523809523809523,0.0324759209271654
2016,15,209,Manor Marussia,30,3,0.8809523809523809,0.049385828738172384
2016,15,210,Haas F1 Team,30,1,0.9285714285714286,0.039274386769225546
2016,16,1,McLaren,32,7,0.7954545454545454,0.06013071161510433
2016,16,3,Williams,32,3,0.8863636363636364,0.04731059089695756
2016,16,4,Renault,32,4,0.8636363636363636,0.051157403079194336
2016,16,5,Toro Rosso,32,5,0.8409090909090909,0.05452440671347449
2016,16,6,Ferrari,32,3,0.8863636363636364,0.04731059089695756
2016,16,9,Red Bull,32,0,0.9545454545454546,0.03105136595745333
2016,16,10,Force India,32,3,0.8863636363636364,0.04731059089695756
2016,16,15,Sauber,32,5,0.8409090909090909,0.05452440671347449
2016,16,131,Mercedes,32,1,0.9318181818181819,0.0375745356595068
2016,16,209,Manor Marussia,32,3,0.8863636363636364,0.04731059089695756
2016,16,210,Haas F1 Team,32,3,0.8863636363636364,0.04731059089695756
2016,17,1,McLaren,34,7,0.8043478260869565,0.057864919876021395
2016,17,3,Williams,34,3,0.8913043478260869,0.04540149668833002
2016,17,4,Renault,34,4,0.8695652173913043,0.0491245811187854
2016,17,5,Toro Rosso,34,5,0.8478260869565217,0.05239315637308316
2016,17,6,Ferrari,34,3,0.8913043478260869,0.04540149668833002
2016,17,9,Red Bull,34,0,0.9565217391304348,0.029746411083836313
2016,17,10,Force India,34,3,0.8913043478260869,0.04540149668833002
2016,17,15,Sauber,34,5,0.8478260869565217,0.05239315637308316
2016,17,131,Mercedes,34,1,0.9347826086956522,0.03601538772075997
2016,17,209,Manor Marussia,34,3,0.8913043478260869,0.04540149668833002
2016,17,210,Haas F1 Team,34,3,0.8913043478260869,0.04540149668833002
2016,18,1,McLaren,36,7,0.8125,0.055758910699985696
2016,18,3,Williams,36,3,0.8958333333333334,0.043639518745878514
2016,18,4,Renault,36,4,0.875,0.0472455591261534
2016,18,5,Toro Rosso,36,5,0.8541666666666666,0.05041986412528993
2016,18,6,Ferrari,36,4,0.875,0.0472455591261534
2016,18,9,Red Bull,36,1,0.9375,0.03458020844828051
2016,18,10,Force India,36,3,0.8958333333333334,0.043639518745878514
2016,18,15,Sauber,36,5,0.8541666666666666,0.05041986412528993
2016,18,131,Mercedes,36,1,0.9375,0.03458020844828051
2016,18,209,Manor Marussia,36,3,0.8958333333333334,0.043639518745878514
2016,18,210,Haas F1 Team,36,4,0.875,0.0472455591261534
2016,19,1,McLaren,38,7,0.8200000000000001,0.05379700407140553
2016,19,3,Williams,38,3,0.9,0.042008402520840295
2016,19,4,Renault,38,4,0.88,0.04550371671956168
2016,19,5,Toro Rosso,38,5,0.86,0.048587902956656714
2016,19,6,Ferrari,38,4,0.88,0.04550371671956168
2016,19,9,Red Bull,38,1,0.94,0.03325480947082957
2016,19,10,Force India,38,3,0.9,0.042008402520840295
2016,19,15,Sauber,38,5,0.86,0.048587902956656714
2016,19,131,Mercedes,38,1,0.94,0.03325480947082957
2016,19,209,Manor Marussia,38,3,0.9,0.042008402520840295
2016,19,210,Haas F1 Team,38,4,0.88,0.04550371671956168
2016,20,1,McLaren,40,7,0.8269230769230769,0.05196539156290281
2016,20,3,Williams,40,3,0.9038461538461539,0.04049418407429398
2016,20,4,Renault,40,4,0.8846153846153846,0.04388471301231017
2016,20,5,Toro Rosso,40,5,0.8653846153846154,0.04688284934838468
2016,20,6,Ferrari,40,4,0.8846153846153846,0.04388471301231017
2016,20,9,Red Bull,40,1,0.9423076923076923,0.03202708326938659
2016,20,10,Force India,40,3,0.9038461538461539,0.04049418407429398
2016,20,15,Sauber,40,5,0.8653846153846154,0.04688284934838468
2016,20,131,Mercedes,40,1,0.9423076923076923,0.03202708326938659
2016,20,209,Manor Marussia,40,3,0.9038461538461539,0.04049418407429398
2016,20,210,Haas F1 Team,40,4,0.8846153846153846,0.04388471301231017
2016,21,1,McLaren,42,8,0.8148148148148149,0.052378280087892415
2016,21,3,Williams,42,4,0.8888888888888888,0.04237611507758188
2016,21,4,Renault,42,5,0.8703703703703703,0.04529214034801075
2016,21,5,Toro Rosso,42,6,0.8518518518518519,0.047901465976508385
2016,21,6,Ferrari,42,4,0.8888888888888888,0.04237611507758188
2016,21,9,Red Bull,42,1,0.9444444444444444,0.03088663606347607
2016,21,10,Force India,42,3,0.9074074074074074,0.03908480392674714
2016,21,15,Sauber,42,5,0.8703703703703703,0.04529214034801075
2016,21,131,Mercedes,42,1,0.9444444444444444,0.03088663606347607
2016,21,209,Manor Marussia,42,3,0.9074074074074074,0.03908480392674714
2016,21,210,Haas F1 Team,42,4,0.8888888888888888,0.04237611507758188
2017,1,1,McLaren,2,1,0.7857142857142857,0.10594569267279517
2017,1,3,Williams,2,1,0.7857142857142857,0.10594569267279517
2017,1,4,Renault,2,1,0.7857142857142857,0.10594569267279517
2017,1,5,Toro Rosso,2,0,0.8571428571428572,0.09035079029052512
2017,1,6,Ferrari,2,0,0.8571428571428572,0.09035079029052512
2017,1,9,Red Bull,2,1,0.7857142857142857,0.10594569267279517
2017,1,10,Force India,2,0,0.8571428571428572,0.09035079029052512
2017,1,15,Sauber,2,1,0.7857142857142857,0.10594569267279517
2017,1,131,Mercedes,2,0,0.8571428571428572,0.09035079029052512
2017,1,210,Haas F1 Team,2,2,0.7142857142857143,0.11664236870396086
2017,2,1,McLaren,4,3,0.6875,0.11241827096632835
2017,2,3,Williams,4,1,0.8125,0.09466465580576273
2017,2,4,Renault,4,1,0.8125,0.09466465580576273
2017,2,5,Toro Rosso,4,1,0.8125,0.09466465580576273
2017,2,6,Ferrari,4,0,0.875,0.08021111848996848
2017,2,9,Red Bull,4,1,0.8125,0.09466465580576273
2017,2,10,Force India,4,0,0.875,0.08021111848996848
2017,2,15,Sauber,4,1,0.8125,0.09466465580576273
2017,2,131,Mercedes,4,0,0.875,0.08021111848996848
2017,2,210,Haas F1 Team,4,2,0.75,0.10502100630210073
2017,3,1,McLaren,6,5,0.6111111111111112,0.11183971636786712
2017,3,3,Williams,6,1,0.8333333333333334,0.08549819600709618
2017,3,4,Renault,6,1,0.8333333333333334,0.08549819600709618
2017,3,5,Toro Rosso,6,1,0.8333333333333334,0.08549819600709618
2017,3,6,Ferrari,6,0,0.8888888888888888,0.07209840939145001
2017,3,9,Red Bull,6,2,0.7777777777777778,0.09537723058655023
2017,3,10,Force India,6,0,0.8888888888888888,0.07209840939145001
2017,3,15,Sauber,6,2,0.7777777777777778,0.09537723058655023
2017,3,131,Mercedes,6,0,0.8888888888888888,0.07209840939145001
2017,3,210,Haas F1 Team,6,3,0.7222222222222222,0.10275604322108525
2017,4,1,McLaren,8,6,0.6,0.10690449676496976
2017,4,3,Williams,8,1,0.85,0.07791937224739796
2017,4,4,Renault,8,1,0.85,0.07791937224739796
2017,4,5,Toro Rosso,8,1,0.85,0.07791937224739796
2017,4,6,Ferrari,8,0,0.9,0.06546536707079771
2017,4,9,Red Bull,8,3,0.75,0.0944911182523068
2017,4,10,Force India,8,0,0.9,0.06546536707079771
2017,4,15,Sauber,8,2,0.8,0.08728715609439697
2017,4,131,Mercedes,8,0,0.9,0.06546536707079771
2017,4,210,Haas F1 Team,8,3,0.75,0.0944911182523068
2017,5,1,McLaren,10,6,0.6363636363636364,0.10030496079406735
2017,5,3,Williams,10,1,0.8636363636363636,0.07155678652265483
2017,5,4,Renault,10,1,0.8636363636363636,0.07155678652265483
2017,5,5,Toro Rosso,10,1,0.8636363636363636,0.07155678652265483
2017,5,6,Ferrari,10,0,0.9090909090909091,0.059943679399617006
2017,5,9,Red Bull,10,3,0.7727272727272727,0.08738217774479899
2017,5,10,Force India,10,0,0.9090909090909091,0.059943679399617006
2017,5,15,Sauber,10,2,0.8181818181818181,0.08042288517539843
2017,5,131,Mercedes,10,1,0.8636363636363636,0.07155678652265483
2017,5,210,Haas F1 Team,10,3,0.7727272727272727,0.08738217774479899
2017,6,1,McLaren,12,6,0.6666666666666667,0.09428090415820634
2017,6,3,Williams,12,2,0.8333333333333334,0.07453559924999299
2017,6,4,Renault,12,2,0.8333333333333334,0.07453559924999299
2017,6,5,Toro Rosso,12,1,0.875,0.06614378277661477
2017,6,6,Ferrari,12,0,0.9166666666666666,0.055277079839256664
2017,6,9,Red Bull,12,3,0.7916666666666666,0.08122328620674137
2017,6,10,Force India,12,0,0.9166666666666666,0.055277079839256664
2017,6,15,Sauber,12,2,0.8333333333333334,0.07453559924999299
2017,6,131,Mercedes,12,1,0.875,0.06614378277661477
2017,6,210,Haas F1 Team,12,3,0.7916666666666666,0.08122328620674137
2017,7,1,McLaren,14,7,0.6538461538461539,0.09155677472490834
2017,7,3,Williams,14,2,0.8461538461538461,0.06943622568064924
2017,7,4,Renault,14,2,0.8461538461538461,0.06943622568064924
2017,7,5,Toro Rosso,14,2,0.8461538461538461,0.06943622568064924
2017,7,6,Ferrari,14,0,0.9230769230769231,0.05128205128205128
2017,7,9,Red Bull,14,4,0.7692307692307692,0.08108404256841997
2017,7,10,Force India,14,0,0.9230769230769231,0.05128205128205128
2017,7,15,Sauber,14,2,0.8461538461538461,0.06943622568064924
2017,7,131,Mercedes,14,1,0.8846153846153846,0.06148501952965025
2017,7,210,Haas F1 Team,14,3,0.8076923076923077,0.07584717670640534
2017,8,1,McLaren,16,7,0.6785714285714286,0.08672434429289781
2017,8,3,Williams,16,3,0.8214285714285714,0.07112002324128527
2017,8,4,Renault,16,3,0.8214285714285714,0.07112002324128527
2017,8,5,Toro Rosso,16,3,0.8214285714285714,0.07112002324128527
2017,8,6,Ferrari,16,1,0.8928571428571429,0.05743460008059615
2017,8,9,Red Bull,16,5,0.75,0.08040844011283461
2017,8,10,Force India,16,1,0.8928571428571429,0.05743460008059615
2017,8,15,Sauber,16,2,0.8571428571428572,0.06497983230676314
2017,8,131,Mercedes,16,1,0.8928571428571429,0.05743460008059615
2017,8,210,Haas F1 Team,16,3,0.8214285714285714,0.07112002324128527
2017,9,1,McLaren,18,7,0.7,0.08230548917531015
2017,9,3,Williams,18,3,0.8333333333333334,0.06693494407520824
2017,9,4,Renault,18,3,0.8333333333333334,0.06693494407520824
2017,9,5,Toro Rosso,18,4,0.8,0.07184212081070997
2017,9,6,Ferrari,18,1,0.9,0.05388159060803247
2017,9,9,Red Bull,18,5,0.7666666666666666,0.07596452671475296
2017,9,10,Force India,18,1,0.9,0.05388159060803247
2017,9,15,Sauber,18,2,0.8666666666666667,0.06105406265195007
2017,9,131,Mercedes,18,1,0.9,0.05388159060803247
2017,9,210,Haas F1 Team,18,4,0.8,0.07184212081070997
2017,10,1,McLaren,20,8,0.6875,0.08068715304598785
2017,10,3,Williams,20,3,0.84375,0.06320623710592894
2017,10,4,Renault,20,4,0.8125,0.06794466331307612
2017,10,5,Toro Rosso,20,4,0.8125,0.06794466331307612
2017,10,6,Ferrari,20,1,0.90625,0.05074025880537429
2017,10,9,Red Bull,20,5,0.78125,0.07196346663622473
2017,10,10,Force India,20,1,0.90625,0.05074025880537429
2017,10,15,Sauber,20,2,0.875,0.057570773308979785
2017,10,131,Mercedes,20,1,0.90625,0.05074025880537429
2017,10,210,Haas F1 Team,20,4,0.8125,0.06794466331307612
2017,11,1,McLaren,22,8,0.7058823529411764,0.07701807890682083
2017,11,3,Williams,22,4,0.8235294117647058,0.06443794794178426
2017,11,4,Renault,22,5,0.7941176470588236,0.06834676493307207
2017,11,5,Toro Rosso,22,4,0.8235294117647058,0.06443794794178426
2017,11,6,Ferrari,22,1,0.9117647058823529,0.04794336748099466
2017,11,9,Red Bull,22,5,0.7941176470588236,0.06834676493307207
2017,11,10,Force India,22,1,0.9117647058823529,0.04794336748099466
2017,11,15,Sauber,22,2,0.8823529411764706,0.054460005868973614
2017,11,131,Mercedes,22,1,0.9117647058823529,0.04794336748099466
2017,11,210,Haas F1 Team,22,5,0.7941176470588236,0.06834676493307207
2017,12,1,McLaren,24,9,0.6944444444444444,0.07572913288975981
2017,12,3,Williams,24,4,0.8333333333333334,0.06126788517448398
2017,12,4,Renault,24,5,0.8055555555555556,0.06506458381280403
2017,12,5,Toro Rosso,24,4,0.8333333333333334,0.06126788517448398
2017,12,6,Ferrari,24,1,0.9166666666666666,0.04543747973385589
2017,12,9,Red Bull,24,6,0.7777777777777778,0.06834718724769394
2017,12,10,Force India,24,2,0.8888888888888888,0.051665617219475234
2017,12,15,Sauber,24,2,0.8888888888888888,0.051665617219475234
2017,12,131,Mercedes,24,1,0.9166666666666666,0.04543747973385589
2017,12,210,Haas F1 Team,24,5,0.8055555555555556,0.06506458381280403
2017,13,1,McLaren,26,11,0.6578947368421053,0.0759671406828455
2017,13,3,Williams,26,4,0.8421052631578947,0.0583894943394978
2017,13,4,Renault,26,6,0.7894736842105263,0.06528143925747813
2017,13,5,Toro Rosso,26,4,0.8421052631578947,0.0583894943394978
2017,13,6,Ferrari,26,1,0.9210526315789473,0.04317961337591405
2017,13,9,Red Bull,26,6,0.7894736842105263,0.06528143925747813
2017,13,10,Force India,26,2,0.8947368421052632,0.049142082202518554
2017,13,15,Sauber,26,3,0.868421052631579,0.05412850994785805
2017,13,131,Mercedes,26,1,0.9210526315789473,0.04317961337591405
2017,13,210,Haas F1 Team,26,5,0.8157894736842105,0.06207460530152186
2017,14,1,McLaren,28,11,0.675,0.07314786227975197
2017,14,3,Williams,28,4,0.85,0.055765187147188665
2017,14,4,Renault,28,7,0.775,0.06521540293893617
2017,14,5,Toro Rosso,28,4,0.85,0.055765187147188665
2017,14,6,Ferrari,28,1,0.925,0.04113481701347057
2017,14,9,Red Bull,28,6,0.8,0.06246950475544243
2017,14,10,Force India,28,2,0.9,0.04685212856658182
2017,14,15,Sauber,28,3,0.875,0.05164961690883359
2017,14,131,Mercedes,28,1,0.925,0.04113481701347057
2017,14,210,Haas F1 Team,28,6,0.8,0.06246950475544243
2017,15,1,McLaren,30,11,0.6904761904761905,0.0704996818171408
2017,15,3,Williams,30,4,0.8571428571428572,0.053363383402687745
2017,15,4,Renault,30,7,0.7857142857142857,0.06257411362736665
2017,15,5,Toro Rosso,30,5,0.8333333333333334,0.05683286162253946
2017,15,6,Ferrari,30,2,0.9047619047619048,0.0447649677329075
2017,15,9,Red Bull,30,6,0.8095238095238095,0.05988263935590598
2017,15,10,Force India,30,2,0.9047619047619048,0.0447649677329075
2017,15,15,Sauber,30,3,0.8809523809523809,0.049385828738172384
2017,15,131,Mercedes,30,1,0.9285714285714286,0.039274386769225546
2017,15,210,Haas F1 Team,30,6,0.8095238095238095,0.05988263935590598
2017,16,1,McLaren,32,11,0.7045454545454546,0.06801325965898013
2017,16,3,Williams,32,5,0.8409090909090909,0.05452440671347449
2017,16,4,Renault,32,8,0.7727272727272727,0.06247129735784334
2017,16,5,Toro Rosso,32,5,0.8409090909090909,0.05452440671347449
2017,16,6,Ferrari,32,3,0.8863636363636364,0.04731059089695756
2017,16,9,Red Bull,32,6,0.8181818181818181,0.0574959574576069
2017,16,10,Force India,32,2,0.9090909090909091,0.04285495643554833
2017,16,15,Sauber,32,3,0.8863636363636364,0.04731059089695756
2017,16,131,Mercedes,32,1,0.9318181818181819,0.0375745356595068
2017,16,210,Haas F1 Team,32,6,0.8181818181818181,0.0574959574576069
2017,17,1,McLaren,34,12,0.6956521739130435,0.06711695521634432
2017,17,3,Williams,34,5,0.8478260869565217,0.05239315637308316
2017,17,4,Renault,34,9,0.7608695652173914,0.06221908271674002
2017,17,5,Toro Rosso,34,5,0.8478260869565217,0.05239315637308316
2017,17,6,Ferrari,34,3,0.8913043478260869,0.04540149668833002
2017,17,9,Red Bull,34,7,0.8043478260869565,0.057864919876021395
2017,17,10,Force India,34,2,0.9130434782608696,0.04110057334231834
2017,17,15,Sauber,34,3,0.8913043478260869,0.04540149668833002
2017,17,131,Mercedes,34,1,0.9347826086956522,0.03601538772075997
2017,17,210,Haas F1 Team,34,6,0.8260869565217391,0.05528789194258625
2017,18,1,McLaren,36,12,0.7083333333333333,0.06493281020616497
2017,18,3,Williams,36,5,0.8541666666666666,0.05041986412528993
2017,18,4,Renault,36,11,0.7291666666666667,0.06348431252292126
2017,18,5,Toro Rosso,36,6,0.8333333333333334,0.05323971374999499
2017,18,6,Ferrari,36,3,0.8958333333333334,0.043639518745878514
2017,18,9,Red Bull,36,8,0.7916666666666666,0.058016633004815264
2017,18,10,Force India,36,2,0.9166666666666666,0.0394836284566119
2017,18,15,Sauber,36,4,0.875,0.0472455591261534
2017,18,131,Mercedes,36,1,0.9375,0.03458020844828051
2017,18,210,Haas F1 Team,36,6,0.8333333333333334,0.05323971374999499
2017,19,1,McLaren,38,12,0.72,0.06287241983947006
2017,19,3,Williams,38,5,0.86,0.048587902956656714
2017,19,4,Renault,38,11,0.74,0.061421079603079624
2017,19,5,Toro Rosso,38,7,0.8200000000000001,0.05379700407140553
2017,19,6,Ferrari,38,3,0.9,0.042008402520840295
2017,19,9,Red Bull,38,8,0.8,0.0560112033611204
2017,19,10,Force India,38,2,0.92,0.037988646394705367
2017,19,15,Sauber,38,4,0.88,0.04550371671956168
2017,19,131,Mercedes,38,1,0.94,0.03325480947082957
2017,19,210,Haas F1 Team,38,6,0.84,0.05133511583357983
2017,20,1,McLaren,40,12,0.7307692307692308,0.060927665452982185
2017,20,3,Williams,40,5,0.8653846153846154,0.04688284934838468
2017,20,4,Renault,40,12,0.7307692307692308,0.060927665452982185
2017,20,5,Toro Rosso,40,7,0.8269230769230769,0.05196539156290281
2017,20,6,Ferrari,40,3,0.9038461538461539,0.04049418407429398
2017,20,9,Red Bull,40,9,0.7884615384615384,0.05609795019098499
2017,20,10,Force India,40,2,0.9230769230769231,0.036602380879298964
2017,20,15,Sauber,40,4,0.8846153846153846,0.04388471301231017
2017,20,131,Mercedes,40,1,0.9423076923076923,0.03202708326938659
2017,20,210,Haas F1 Team,40,6,0.8461538461538461,0.049559857994089615
2018,1,1,McLaren,2,0,0.8571428571428572,0.09035079029052512
2018,1,3,Williams,2,1,0.7857142857142857,0.10594569267279517
2018,1,4,Renault,2,0,0.8571428571428572,0.09035079029052512
2018,1,5,Toro Rosso,2,1,0.7857142857142857,0.10594569267279517
2018,1,6,Ferrari,2,0,0.8571428571428572,0.09035079029052512
2018,1,9,Red Bull,2,0,0.8571428571428572,0.09035079029052512
2018,1,10,Force India,2,0,0.8571428571428572,0.09035079029052512
2018,1,15,Sauber,2,1,0.7857142857142857,0.10594569267279517
2018,1,131,Mercedes,2,0,0.8571428571428572,0.09035079029052512
2018,1,210,Haas F1 Team,2,2,0.7142857142857143,0.11664236870396086
2018,2,1,McLaren,4,0,0.875,0.08021111848996848
2018,2,3,Williams,4,1,0.8125,0.09466465580576273
2018,2,4,Renault,4,0,0.875,0.08021111848996848
2018,2,5,Toro Rosso,4,1,0.8125,0.09466465580576273
2018,2,6,Ferrari,4,1,0.8125,0.09466465580576273
2018,2,9,Red Bull,4,2,0.75,0.10502100630210073
2018,2,10,Force India,4,0,0.875,0.08021111848996848
2018,2,15,Sauber,4,1,0.8125,0.09466465580576273
2018,2,131,Mercedes,4,0,0.875,0.08021111848996848
2018,2,210,Haas F1 Team,4,2,0.75,0.10502100630210073
2018,3,1,McLaren,6,0,0.8888888888888888,0.07209840939145001
2018,3,3,Williams,6,1,0.8333333333333334,0.08549819600709618
2018,3,4,Renault,6,0,0.8888888888888888,0.07209840939145001
2018,3,5,Toro Rosso,6,1,0.8333333333333334,0.08549819600709618
2018,3,6,Ferrari,6,1,0.8333333333333334,0.08549819600709618
2018,3,9,Red Bull,6,2,0.7777777777777778,0.09537723058655023
2018,3,10,Force India,6,0,0.8888888888888888,0.07209840939145001
2018,3,15,Sauber,6,1,0.8333333333333334,0.08549819600709618
2018,3,131,Mercedes,6,0,0.8888888888888888,0.07209840939145001
2018,3,210,Haas F1 Team,6,2,0.7777777777777778,0.09537723058655023
2018,4,1,McLaren,8,0,0.9,0.06546536707079771
2018,4,3,Williams,8,1,0.85,0.07791937224739796
2018,4,4,Renault,8,0,0.9,0.06546536707079771
2018,4,5,Toro Rosso,8,1,0.85,0.07791937224739796
2018,4,6,Ferrari,8,1,0.85,0.07791937224739796
2018,4,9,Red Bull,8,2,0.8,0.08728715609439697
2018,4,10,Force India,8,0,0.9,0.06546536707079771
2018,4,15,Sauber,8,1,0.85,0.07791937224739796
2018,4,131,Mercedes,8,1,0.85,0.07791937224739796
2018,4,210,Haas F1 Team,8,2,0.8,0.08728715609439697
2018,5,1,McLaren,10,1,0.8636363636363636,0.07155678652265483
2018,5,3,Williams,10,1,0.8636363636363636,0.07155678652265483
2018,5,4,Renault,10,0,0.9090909090909091,0.059943679399617006
2018,5,5,Toro Rosso,10,1,0.8636363636363636,0.07155678652265483
2018,5,6,Ferrari,10,2,0.8181818181818181,0.08042288517539843
2018,5,9,Red Bull,10,2,0.8181818181818181,0.08042288517539843
2018,5,10,Force India,10,1,0.8636363636363636,0.07155678652265483
2018,5,15,Sauber,10,1,0.8636363636363636,0.07155678652265483
2018,5,131,Mercedes,10,1,0.8636363636363636,0.07155678652265483
2018,5,210,Haas F1 Team,10,2,0.8181818181818181,0.08042288517539843
2018,6,1,McLaren,12,2,0.8333333333333334,0.07453559924999299
2018,6,3,Williams,12,1,0.875,0.06614378277661477
2018,6,4,Renault,12,0,0.9166666666666666,0.055277079839256664
2018,6,5,Toro Rosso,12,1,0.875,0.06614378277661477
2018,6,6,Ferrari,12,2,0.8333333333333334,0.07453559924999299
2018,6,9,Red Bull,12,2,0.8333333333333334,0.07453559924999299
2018,6,10,Force India,12,1,0.875,0.06614378277661477
2018,6,15,Sauber,12,1,0.875,0.06614378277661477
2018,6,131,Mercedes,12,1,0.875,0.06614378277661477
2018,6,210,Haas F1 Team,12,2,0.8333333333333334,0.07453559924999299
2018,7,1,McLaren,14,3,0.8076923076923077,0.07584717670640534
2018,7,3,Williams,14,1,0.8846153846153846,0.06148501952965025
2018,7,4,Renault,14,0,0.9230769230769231,0.05128205128205128
2018,7,5,Toro Rosso,14,1,0.8846153846153846,0.06148501952965025
2018,7,6,Ferrari,14,2,0.8461538461538461,0.06943622568064924
2018,7,9,Red Bull,14,2,0.8461538461538461,0.06943622568064924
2018,7,10,Force India,14,1,0.8846153846153846,0.06148501952965025
2018,7,15,Sauber,14,1,0.8846153846153846,0.06148501952965025
2018,7,131,Mercedes,14,1,0.8846153846153846,0.06148501952965025
2018,7,210,Haas F1 Team,14,2,0.8461538461538461,0.06943622568064924
2018,8,1,McLaren,16,4,0.7857142857142857,0.07619560738058137
2018,8,3,Williams,16,2,0.8571428571428572,0.06497983230676314
2018,8,4,Renault,16,0,0.9285714285714286,0.04782386167228473
2018,8,5,Toro Rosso,16,1,0.8928571428571429,0.05743460008059615
2018,8,6,Ferrari,16,2,0.8571428571428572,0.06497983230676314
2018,8,9,Red Bull,16,2,0.8571428571428572,0.06497983230676314
2018,8,10,Force India,16,2,0.8571428571428572,0.06497983230676314
2018,8,15,Sauber,16,1,0.8928571428571429,0.05743460008059615
2018,8,131,Mercedes,16,1,0.8928571428571429,0.05743460008059615
2018,8,210,Haas F1 Team,16,2,0.8571428571428572,0.06497983230676314
2018,9,1,McLaren,18,4,0.8,0.07184212081070997
2018,9,3,Williams,18,2,0.8666666666666667,0.06105406265195007
2018,9,4,Renault,18,1,0.9,0.05388159060803247
2018,9,5,Toro Rosso,18,2,0.8666666666666667,0.06105406265195007
2018,9,6,Ferrari,18,2,0.8666666666666667,0.06105406265195007
2018,9,9,Red Bull,18,3,0.8333333333333334,0.06693494407520824
2018,9,10,Force India,18,2,0.8666666666666667,0.06105406265195007
2018,9,15,Sauber,18,1,0.9,0.05388159060803247
2018,9,131,Mercedes,18,3,0.8333333333333334,0.06693494407520824
2018,9,210,Haas F1 Team,18,2,0.8666666666666667,0.06105406265195007
2018,10,1,McLaren,20,4,0.8125,0.06794466331307612
2018,10,3,Williams,20,2,0.875,0.057570773308979785
2018,10,4,Renault,20,1,0.90625,0.05074025880537429
2018,10,5,Toro Rosso,20,3,0.84375,0.06320623710592894
2018,10,6,Ferrari,20,2,0.875,0.057570773308979785
