year,round,driverId,driver,mu,sigma,event
2017,7,840,Lance Stroll,46.41719230101112,7.957365662282768,race
2017,7,154,Romain Grosjean,89.46526372893358,6.069851974732251,race
2017,7,835,Jolyon Palmer,68.54248593072529,6.750896581479978,race
2017,7,825,Kevin Magnussen,76.49842474375247,6.528890014115416,race
2017,7,828,Marcus Ericsson,57.797730862891854,5.99266753553594,race
2017,7,838,Stoffel Vandoorne,50.311826705724485,7.734078615716241,race
2017,7,836,Pascal Wehrlein,56.85652631152238,7.036503660851454,race
2017,7,13,Felipe Massa,109.57085693949143,5.795832334092224,race
2017,7,832,Carlos Sainz,95.38049637847654,6.183077909593795,race
2017,8,1,Lewis Hamilton,198.1202080863248,6.322768779640571,quali
2017,8,822,Valtteri Bottas,141.9739138515903,6.100656306495292,quali
2017,8,8,Kimi Räikkönen,147.10850034260164,5.8822972298619645,quali
2017,8,20,Sebastian Vettel,166.33092820679508,6.032130219141529,quali
2017,8,830,Max Verstappen,139.68561902038704,6.4532344446934005,quali
2017,8,815,Sergio Pérez,115.79767089345766,5.720457888026698,quali
2017,8,839,Esteban Ocon,76.92317486188927,7.430252431480181,quali
2017,8,840,Lance Stroll,49.898243043861385,7.949016548775103,quali
2017,8,13,Felipe Massa,110.26350408940125,5.7781955339564695,quali
2017,8,817,Daniel Ricciardo,153.6246056342599,6.010397085153806,quali
2017,8,826,Daniil Kvyat,91.49863358300992,6.072384631880996,quali
2017,8,832,Carlos Sainz,95.7562369805902,6.154018345821509,quali
2017,8,825,Kevin Magnussen,77.53181089278773,6.502311955230817,quali
2017,8,807,Nico Hülkenberg,109.03829480000087,5.9451054138513255,quali
2017,8,836,Pascal Wehrlein,58.25875385428215,7.004351195310112,quali
2017,8,4,Fernando Alonso,90.5567921732682,6.049307101337674,quali
2017,8,154,Romain Grosjean,88.71779877313604,6.055439966983872,quali
2017,8,828,Marcus Ericsson,57.546170252987025,5.984123618424093,quali
2017,8,838,Stoffel Vandoorne,49.26100391259329,7.712682638245294,quali
2017,8,817,Daniel Ricciardo,155.8252930699859,6.0055538317133745,race
2017,8,822,Valtteri Bottas,144.11544207551918,6.092712369970111,race
2017,8,840,Lance Stroll,54.20024984744275,7.94768289609436,race
2017,8,20,Sebastian Vettel,166.7777699811852,5.997427664837728,race
2017,8,1,Lewis Hamilton,196.5357629025017,6.305939337563668,race
2017,8,839,Esteban Ocon,80.19863470314468,7.414549152173872,race
2017,8,825,Kevin Magnussen,79.74815880165535,6.486753277670589,race
2017,8,832,Carlos Sainz,96.6720224558171,6.122636966504368,race
2017,8,4,Fernando Alonso,91.175630184287,6.015010466937362,race
2017,8,836,Pascal Wehrlein,60.498850282486714,6.9737543630131995,race
2017,8,828,Marcus Ericsson,58.96793080486301,5.964030348631461,race
2017,8,838,Stoffel Vandoorne,51.73041904371872,7.658904702797133,race
2017,8,154,Romain Grosjean,88.16550472314688,6.036417217293025,race
2017,8,807,Nico Hülkenberg,106.74291694457096,5.920670481393997,race
2017,9,822,Valtteri Bottas,146.12835188627434,6.090947621768267,quali
2017,9,20,Sebastian Vettel,168.2620737985025,5.989872382919069,quali
2017,9,1,Lewis Hamilton,196.45775165906275,6.299554914682426,quali
2017,9,8,Kimi Räikkönen,148.2306186529704,5.87120108802519,quali
2017,9,817,Daniel Ricciardo,156.13086672354686,5.983841801910744,quali
2017,9,830,Max Verstappen,140.23087880741656,6.425487494788191,quali
2017,9,154,Romain Grosjean,89.77890962340162,6.029285021618896,quali
2017,9,815,Sergio Pérez,116.33940079980496,5.704132192680056,quali
2017,9,839,Esteban Ocon,82.36506650884144,7.391524331599944,quali
2017,9,832,Carlos Sainz,97.42633074000229,6.1021581939091,quali
2017,9,807,Nico Hülkenberg,106.70327591281459,5.914078867299903,quali
2017,9,4,Fernando Alonso,91.51725198472607,5.990759036822564,quali
2017,9,838,Stoffel Vandoorne,54.05477236090335,7.632537781737237,quali
2017,9,826,Daniil Kvyat,91.37512661390544,6.063831027556322,quali
2017,9,825,Kevin Magnussen,79.72012906577558,6.476910529201222,quali
2017,9,835,Jolyon Palmer,68.7954132274499,6.708382939714964,quali
2017,9,13,Felipe Massa,108.95883040495156,5.762103998215071,quali
2017,9,840,Lance Stroll,54.19010447410741,7.9262895519960335,quali
2017,9,828,Marcus Ericsson,58.629258895398785,5.954865547941541,quali
2017,9,836,Pascal Wehrlein,59.27084592038488,6.955486815651455,quali
2017,9,822,Valtteri Bottas,148.2414132698448,6.088649789312054,race
2017,9,20,Sebastian Vettel,169.774098312572,5.980367276127112,race
2017,9,817,Daniel Ricciardo,157.55853377178352,5.9726853669097695,race
2017,9,1,Lewis Hamilton,195.9851460175479,6.288920636168037,race
2017,9,8,Kimi Räikkönen,148.93070325073677,5.85234560660302,race
2017,9,154,Romain Grosjean,91.63677898042066,6.0234631083241625,race
2017,9,815,Sergio Pérez,117.26860851509387,5.689799115462901,race
2017,9,839,Esteban Ocon,84.8961004676839,7.371076864146324,race
2017,9,13,Felipe Massa,109.54749098940839,5.742092035696147,race
2017,9,840,Lance Stroll,57.43285427877502,7.908198405466226,race
2017,9,835,Jolyon Palmer,70.71707996023157,6.691263566690293,race
2017,9,838,Stoffel Vandoorne,56.82264346022355,7.610645131647489,race
2017,9,807,Nico Hülkenberg,106.5159038378439,5.904208395974236,race
2017,9,836,Pascal Wehrlein,61.17165735541273,6.93185083367612,race
2017,9,828,Marcus Ericsson,59.92234664824879,5.940879826491069,race
2017,9,826,Daniil Kvyat,91.21837934288439,6.053067873928691,race
2017,9,4,Fernando Alonso,91.26037389388043,5.979087620451867,race
2017,9,830,Max Verstappen,136.0418782986841,6.386372278933711,race
2017,10,1,Lewis Hamilton,197.5507291286858,6.280785691591653,quali
2017,10,8,Kimi Räikkönen,150.5325154416044,5.847546221378263,quali
2017,10,20,Sebastian Vettel,170.55231296860399,5.965033341063186,quali
2017,10,822,Valtteri Bottas,149.29420186541378,6.073768870039739,quali
2017,10,830,Max Verstappen,137.2005042406616,6.367682452528057,quali
2017,10,807,Nico Hülkenberg,107.9601051116619,5.896259234208362,quali
2017,10,815,Sergio Pérez,118.18443136539736,5.677838806712494,quali
2017,10,839,Esteban Ocon,87.28622975829393,7.3535172610351305,quali
2017,10,838,Stoffel Vandoorne,59.76986072099813,7.60000545160424,quali
2017,10,154,Romain Grosjean,92.83909893115793,6.010268102146041,quali
2017,10,835,Jolyon Palmer,72.62540375459236,6.678296122610918,quali
2017,10,826,Daniil Kvyat,92.13858948780366,6.035272057096451,quali
2017,10,4,Fernando Alonso,91.99282055233901,5.9598274882387,quali
2017,10,832,Carlos Sainz,97.6851122556578,6.074025149189815,quali
2017,10,13,Felipe Massa,109.34453376997419,5.734020265978418,quali
2017,10,840,Lance Stroll,59.82133724940101,7.87494498160376,quali
2017,10,825,Kevin Magnussen,80.32242859972798,6.445584019851844,quali
2017,10,836,Pascal Wehrlein,62.606355920958094,6.90459404617793,quali
2017,10,828,Marcus Ericsson,60.90115721319774,5.925409273023612,quali
2017,10,817,Daniel Ricciardo,152.71275623205028,5.943987106722133,quali
2017,10,1,Lewis Hamilton,199.10524947197422,6.2706161945859185,race
2017,10,822,Valtteri Bottas,151.1000144590621,6.0667725351445325,race
2017,10,8,Kimi Räikkönen,151.86460859153033,5.836902374828462,race
2017,10,830,Max Verstappen,138.7952558188468,6.352085425813305,race
2017,10,817,Daniel Ricciardo,153.12819882510718,5.91967883128613,race
2017,10,807,Nico Hülkenberg,109.52648500675147,5.887526410931967,race
2017,10,20,Sebastian Vettel,169.76783919506286,5.951657234058175,race
2017,10,839,Esteban Ocon,89.73917082326008,7.33175145000002,race
2017,10,815,Sergio Pérez,118.31027103600775,5.653827990835731,race
2017,10,13,Felipe Massa,109.4426922808676,5.708448788131249,race
2017,10,838,Stoffel Vandoorne,62.37296283350661,7.574468107150874,race
2017,10,825,Kevin Magnussen,81.2166057282222,6.415546622936631,race
2017,10,154,Romain Grosjean,92.72924421039447,6.0009948223334035,race
2017,10,828,Marcus Ericsson,61.86121651373819,5.9068788501777165,race
2017,10,826,Daniil Kvyat,91.6822173482029,6.02172177878933,race
2017,10,840,Lance Stroll,60.38771233631963,7.787282837249087,race
2017,10,836,Pascal Wehrlein,62.47218800248421,6.887921413140208,race
2017,10,832,Carlos Sainz,95.6831049113773,6.053903342704715,race
2017,11,20,Sebastian Vettel,171.52070718023265,5.948397232538951,quali
2017,11,8,Kimi Räikkönen,153.46549515269507,5.8326240990573,quali
2017,11,822,Valtteri Bottas,152.59955458873458,6.058481326816442,quali
2017,11,1,Lewis Hamilton,198.70316790552116,6.26206869984018,quali
2017,11,830,Max Verstappen,140.02392732027718,6.335888315721401,quali
2017,11,817,Daniel Ricciardo,153.10298261073712,5.914145791796499,quali
2017,11,807,Nico Hülkenberg,110.66247298499404,5.876453480065847,quali
2017,11,4,Fernando Alonso,93.314621150604,5.950069210603078,quali
2017,11,838,Stoffel Vandoorne,65.04458105125187,7.559557366239403,quali
2017,11,832,Carlos Sainz,96.44077281051585,6.035262108200498,quali
2017,11,835,Jolyon Palmer,74.1699932575386,6.6602291183261,quali
2017,11,839,Esteban Ocon,90.38777489941754,7.281330728451524,quali
2017,11,826,Daniil Kvyat,91.69089469348775,5.993685806977489,quali
2017,11,815,Sergio Pérez,117.58608407390113,5.642593867920229,quali
2017,11,154,Romain Grosjean,92.44433503285967,5.991364402824385,quali
2017,11,825,Kevin Magnussen,80.94656911334754,6.40365749468151,quali
2017,11,840,Lance Stroll,60.31520344306031,7.766966728761828,quali
2017,11,836,Pascal Wehrlein,62.07239726686816,6.871698060416917,quali
2017,11,814,Paul di Resta,25.8508215973579,8.253093785945275,quali
2017,11,828,Marcus Ericsson,60.69840023595816,5.897119202117492,quali
2017,11,20,Sebastian Vettel,173.4012335277591,5.9435262772573,race
2017,11,8,Kimi Räikkönen,155.19015055579146,5.826523080575665,race
2017,11,822,Valtteri Bottas,154.19407532543426,6.046900720901554,race
2017,11,1,Lewis Hamilton,198.11169175057861,6.25060238974502,race
2017,11,830,Max Verstappen,141.23614404945425,6.313120985209733,race
2017,11,4,Fernando Alonso,95.14926449733272,5.943609197533406,race
2017,11,832,Carlos Sainz,98.10793991554621,6.024653337789972,race
2017,11,815,Sergio Pérez,118.17844415320666,5.623023968453275,race
2017,11,839,Esteban Ocon,92.47634912887595,7.249609505286331,race
2017,11,838,Stoffel Vandoorne,67.91279469739803,7.538764761617948,race
2017,11,826,Daniil Kvyat,92.64138174937574,5.9718681685183865,race
2017,11,835,Jolyon Palmer,75.87279374915836,6.636937742378148,race
2017,11,825,Kevin Magnussen,82.0651390064826,6.375257260936887,race
2017,11,840,Lance Stroll,62.836058198598515,7.728859785488738,race
2017,11,836,Pascal Wehrlein,63.836528286991914,6.84387884603106,race
2017,11,828,Marcus Ericsson,61.92476553096913,5.8811263541793135,race
2017,11,817,Daniel Ricciardo,148.47308528119848,5.888540037511544,race
2017,12,1,Lewis Hamilton,199.6677194490903,6.242471975005517,quali
2017,12,20,Sebastian Vettel,174.67384169273208,5.93404884555913,quali
2017,12,822,Valtteri Bottas,155.50404756310817,6.035746707191928,quali
2017,12,8,Kimi Räikkönen,155.950983466361,5.811717470740354,quali
2017,12,830,Max Verstappen,142.19679661940984,6.29254264394755,quali
2017,12,817,Daniel Ricciardo,148.4689086568656,5.882816129443035,quali
2017,12,807,Nico Hülkenberg,111.77918029902173,5.864173409774027,quali
2017,12,815,Sergio Pérez,118.66060201211756,5.606694936310773,quali
2017,12,839,Esteban Ocon,94.19481366837252,7.220180318290866,quali
2017,12,835,Jolyon Palmer,77.58779654041358,6.62108075238526,quali
2017,12,4,Fernando Alonso,95.70677948145651,5.92260314116371,quali
2017,12,154,Romain Grosjean,92.84014905197928,5.967264255019845,quali
2017,12,825,Kevin Magnussen,82.74990752886642,6.34749482605096,quali
2017,12,832,Carlos Sainz,97.91411588014358,6.015196201309961,quali
2017,12,838,Stoffel Vandoorne,69.02998261061884,7.48688703305007,quali
2017,12,13,Felipe Massa,108.62266026683047,5.695159166331843,quali
2017,12,826,Daniil Kvyat,92.06676021975053,5.958955688665246,quali
2017,12,840,Lance Stroll,62.66060051991384,7.705969295115479,quali
2017,12,828,Marcus Ericsson,61.590978570323415,5.872132988744933,quali
2017,12,836,Pascal Wehrlein,62.62546144967228,6.826143166213713,quali
2017,12,1,Lewis Hamilton,201.15600844208515,6.231134849055887,race
2017,12,20,Sebastian Vettel,175.83510096516974,5.920115260069151,race
2017,12,817,Daniel Ricciardo,149.8005847428729,5.87018279728813,race
2017,12,8,Kimi Räikkönen,156.38527120968206,5.789332107447563,race
2017,12,822,Valtteri Bottas,155.38900491881955,6.027097942440678,race
2017,12,807,Nico Hülkenberg,112.94543166215138,5.848647559445113,race
2017,12,154,Romain Grosjean,94.27288211208185,5.953720284727755,race
2017,12,13,Felipe Massa,108.98554311065857,5.6716550877550915,race
2017,12,839,Esteban Ocon,95.22477888831001,7.166235040506642,race
2017,12,832,Carlos Sainz,97.90908554550727,6.006637003053056,race
2017,12,840,Lance Stroll,64.84169232497614,7.660453917732848,race
2017,12,826,Daniil Kvyat,91.86129551226874,5.948040129193673,race
2017,12,835,Jolyon Palmer,77.51885222130912,6.606820446423839,race
2017,12,838,Stoffel Vandoorne,68.96137913120991,7.463551681797191,race
2017,12,825,Kevin Magnussen,82.00383250349506,6.327337249463685,race
2017,12,828,Marcus Ericsson,61.26567374696562,5.861150263994637,race
2017,12,836,Pascal Wehrlein,61.40224899854424,6.805039541854096,race
2017,13,1,Lewis Hamilton,202.67907446638233,6.222844089303392,quali
2017,13,830,Max Verstappen,144.19935960478622,6.28748192820417,quali
2017,13,817,Daniel Ricciardo,151.21531975843934,5.862209301497562,quali
2017,13,840,Lance Stroll,68.20026311372531,7.6576918454431055,quali
2017,13,839,Esteban Ocon,97.91773491460467,7.158853806779204,quali
2017,13,822,Valtteri Bottas,155.6723871608046,6.002151920152054,quali
2017,13,8,Kimi Räikkönen,156.3312397148295,5.783139008591347,quali
2017,13,20,Sebastian Vettel,175.07582825892982,5.9075217814383585,quali
2017,13,13,Felipe Massa,110.00271365006805,5.660472566850736,quali
2017,13,838,Stoffel Vandoorne,71.64765802747374,7.449170296762856,quali
2017,13,815,Sergio Pérez,118.64740748279083,5.601566394280915,quali
2017,13,807,Nico Hülkenberg,112.90044093925822,5.8420387192191665,quali
2017,13,4,Fernando Alonso,96.07657818402862,5.899308109813105,quali
2017,13,826,Daniil Kvyat,92.03721186290873,5.9217888038312605,quali
2017,13,832,Carlos Sainz,97.71434575928838,5.997407503947765,quali
2017,13,825,Kevin Magnussen,81.957558270332,6.317988337044029,quali
2017,13,835,Jolyon Palmer,77.38851626333812,6.594476571618029,quali
2017,13,828,Marcus Ericsson,61.356067924946906,5.83558729815405,quali
2017,13,836,Pascal Wehrlein,61.241872531582594,6.7908494950030995,quali
2017,13,154,Romain Grosjean,92.55125918058768,5.938166856664964,quali
2017,13,1,Lewis Hamilton,204.2077372711851,6.209829706349196,race
2017,13,822,Valtteri Bottas,157.52929657943588,5.992957361390375,race
2017,13,20,Sebastian Vettel,175.6337372967916,5.8828085644142165,race
2017,13,817,Daniel Ricciardo,152.23374009212435,5.842051981236329,race
2017,13,8,Kimi Räikkönen,156.36662339008808,5.7520368944153795,race
2017,13,839,Esteban Ocon,100.63412307709808,7.1398502341048244,race
2017,13,840,Lance Stroll,71.71496122069446,7.645055967143412,race
2017,13,13,Felipe Massa,111.00642065557618,5.642379067533057,race
2017,13,815,Sergio Pérez,118.90320041006726,5.573789445729544,race
2017,13,830,Max Verstappen,143.18221943727798,6.262963051426241,race
2017,13,825,Kevin Magnussen,83.47893120802973,6.294402744496925,race
2017,13,826,Daniil Kvyat,92.55019273637046,5.890156381508132,race
2017,13,807,Nico Hülkenberg,112.32591639153817,5.826464309992422,race
2017,13,832,Carlos Sainz,97.30792120205429,5.982645440354345,race
2017,13,154,Romain Grosjean,91.87309019470585,5.923472747492055,race
2017,13,836,Pascal Wehrlein,60.659837493099275,6.778396094102111,race
2017,14,20,Sebastian Vettel,177.38204306643894,5.879326537616192,quali
2017,14,830,Max Verstappen,145.22430558724153,6.258727651387614,quali
2017,14,817,Daniel Ricciardo,153.7370412325865,5.835334167795444,quali
2017,14,8,Kimi Räikkönen,157.52102398351283,5.7419173657387015,quali
2017,14,1,Lewis Hamilton,203.4695962105863,6.198444981145221,quali
2017,14,822,Valtteri Bottas,157.75906756814615,5.9689062330479,quali
2017,14,807,Nico Hülkenberg,113.62668348105115,5.81702225279956,quali
2017,14,4,Fernando Alonso,97.51226234399137,5.890634766097309,quali
2017,14,838,Stoffel Vandoorne,74.30841084783367,7.434298474968434,quali
2017,14,832,Carlos Sainz,98.32566873999036,5.966884165080928,quali
2017,14,835,Jolyon Palmer,79.06383701997542,6.578169085025736,quali
2017,14,815,Sergio Pérez,118.69406757736851,5.566748604456311,quali
2017,14,826,Daniil Kvyat,92.9550088983118,5.8674369825053185,quali
2017,14,839,Esteban Ocon,100.45762744137438,7.121928235976314,quali
2017,14,154,Romain Grosjean,91.79267555263029,5.915790220182514,quali
2017,14,825,Kevin Magnussen,83.4206432228246,6.2848384527798205,quali
2017,14,13,Felipe Massa,110.02926290974267,5.62889564084551,quali
2017,14,840,Lance Stroll,71.40361980564255,7.62068128388549,quali
2017,14,836,Pascal Wehrlein,60.3370820357209,6.763658835805406,quali
2017,14,828,Marcus Ericsson,60.59416348609182,5.827694378007175,quali
2017,14,1,Lewis Hamilton,204.9740580762954,6.188313913282153,race
2017,14,817,Daniel Ricciardo,155.43404228870526,5.829368814592551,race
2017,14,822,Valtteri Bottas,159.1055266705965,5.956084472673639,race
2017,14,832,Carlos Sainz,100.35328471022117,5.96394973790428,race
2017,14,815,Sergio Pérez,120.18287781707069,5.560777501346204,race
2017,14,835,Jolyon Palmer,81.54518568839555,6.573811059185089,race
2017,14,838,Stoffel Vandoorne,77.46316153942813,7.426395087252561,race
2017,14,840,Lance Stroll,74.69282517775034,7.611161817005,race
2017,14,154,Romain Grosjean,93.52126869052417,5.908538250044603,race
2017,14,839,Esteban Ocon,102.62844516956305,7.098003204445338,race
2017,14,13,Felipe Massa,111.05632498468788,5.61521674574084,race
2017,14,836,Pascal Wehrlein,62.880072998722355,6.75689320555726,race
2017,14,828,Marcus Ericsson,62.45388066030676,5.823812443934113,race
2017,14,826,Daniil Kvyat,94.28295043581483,5.854338092334237,race
2017,14,4,Fernando Alonso,98.63224963578607,5.873777676836838,race
2017,14,20,Sebastian Vettel,174.41792447239834,5.845543550974458,race
2017,14,830,Max Verstappen,144.1405684646394,6.232782587947368,race
2017,14,8,Kimi Räikkönen,155.41930058347882,5.717992958232797,race
2017,15,1,Lewis Hamilton,206.42937823323314,6.180350706345688,quali
2017,15,8,Kimi Räikkönen,156.93826185649044,5.7135212942546385,quali
2017,15,830,Max Verstappen,145.84094585265572,6.22440894294955,quali
2017,15,817,Daniel Ricciardo,156.3939216535157,5.816789867870473,quali
2017,15,822,Valtteri Bottas,159.53029765691397,5.935499875597876,quali
2017,15,839,Esteban Ocon,104.98577466573643,7.085805219899581,quali
2017,15,838,Stoffel Vandoorne,80.30351948940881,7.417456511679482,quali
2017,15,807,Nico Hülkenberg,114.74393626244051,5.805631530513709,quali
2017,15,815,Sergio Pérez,120.84476619660867,5.547155604032586,quali
2017,15,4,Fernando Alonso,99.85083267124395,5.862823678074324,quali
2017,15,13,Felipe Massa,111.66764038635795,5.600051888394432,quali
2017,15,835,Jolyon Palmer,83.25895018032037,6.559354337316708,quali
2017,15,840,Lance Stroll,77.0640512135524,7.586369235218644,quali
2017,15,832,Carlos Sainz,100.91964261536714,5.942461753218431,quali
2017,15,842,Pierre Gasly,28.717655905847987,8.322853647836347,quali
2017,15,154,Romain Grosjean,94.04313104399768,5.8872447537669785,quali
2017,15,825,Kevin Magnussen,84.31611842917506,6.262020408049201,quali
2017,15,836,Pascal Wehrlein,64.56866611990763,6.73820868633281,quali
2017,15,828,Marcus Ericsson,63.64604003945835,5.8129336357592285,quali
2017,15,20,Sebastian Vettel,168.9874380541613,5.819845864908894,quali
2017,15,830,Max Verstappen,148.07327434601515,6.222238886984757,race
2017,15,1,Lewis Hamilton,206.68978548851598,6.159735205818334,race
2017,15,817,Daniel Ricciardo,157.7051145875093,5.806590825029862,race
2017,15,20,Sebastian Vettel,169.24513534919956,5.798240754761163,race
2017,15,822,Valtteri Bottas,159.51964551115287,5.929115393505386,race
2017,15,815,Sergio Pérez,121.82608600264089,5.535826635293193,race
2017,15,838,Stoffel Vandoorne,83.02382432560323,7.400959390594844,race
2017,15,840,Lance Stroll,79.77037404663025,7.564624061666229,race
2017,15,13,Felipe Massa,111.9167246307989,5.578828032215379,race
2017,15,839,Esteban Ocon,105.33609259512572,7.0284597443314984,race
2017,15,4,Fernando Alonso,99.97443817568345,5.834603998615764,race
2017,15,825,Kevin Magnussen,84.98517367786673,6.232686781543457,race
2017,15,154,Romain Grosjean,93.93778466356568,5.878713640125043,race
2017,15,842,Pierre Gasly,32.14879148693045,8.296049110335433,race
2017,15,835,Jolyon Palmer,83.07877027611559,6.544891565434345,race
2017,15,807,Nico Hülkenberg,113.15135909367139,5.786313409090913,race
2017,15,836,Pascal Wehrlein,64.30859293785723,6.722994385344555,race
2017,15,828,Marcus Ericsson,62.95124701687138,5.804989890271624,race
2017,16,1,Lewis Hamilton,208.11214716862003,6.151726702123876,quali
2017,16,822,Valtteri Bottas,161.10975783385783,5.923194902010736,quali
2017,16,20,Sebastian Vettel,170.1716288995499,5.786257907820041,quali
2017,16,817,Daniel Ricciardo,158.5365212942509,5.792855959079752,quali
2017,16,830,Max Verstappen,148.91912215132913,6.201935153303861,quali
2017,16,8,Kimi Räikkönen,156.8776349598536,5.708095171724026,quali
2017,16,839,Esteban Ocon,107.25188804230271,7.0087659317365585,quali
2017,16,815,Sergio Pérez,122.31005461964789,5.520848423859646,quali
2017,16,13,Felipe Massa,112.45861923046313,5.5637095461549375,quali
2017,16,4,Fernando Alonso,100.72219930533066,5.818085166196853,quali
2017,16,838,Stoffel Vandoorne,84.72680258625773,7.367077837201549,quali
2017,16,807,Nico Hülkenberg,112.95473723971911,5.778488146509352,quali
2017,16,825,Kevin Magnussen,85.5529205042565,6.20650596082058,quali
2017,16,835,Jolyon Palmer,83.40929076146496,6.508223884156614,quali
2017,16,832,Carlos Sainz,100.50856152845012,5.931401150085298,quali
2017,16,154,Romain Grosjean,93.51199896357554,5.8680298414996495,quali
2017,16,842,Pierre Gasly,34.60506624466118,8.2506261987201,quali
2017,16,840,Lance Stroll,78.87888221175261,7.532706250828808,quali
2017,16,828,Marcus Ericsson,62.582430670961976,5.796034081983605,quali
2017,16,836,Pascal Wehrlein,63.099704673444776,6.7058552261294855,quali
2017,16,1,Lewis Hamilton,209.37666195618337,6.140416884262106,race
2017,16,830,Max Verstappen,150.8733274576432,6.193385980359688,race
2017,16,817,Daniel Ricciardo,159.60800659254792,5.778075691770344,race
2017,16,822,Valtteri Bottas,161.45006811561967,5.897220054907757,race
2017,16,8,Kimi Räikkönen,156.81499050598669,5.701443237891138,race
2017,16,839,Esteban Ocon,109.30113648016757,6.983314501748521,race
2017,16,815,Sergio Pérez,122.70544344599278,5.50067328312637,race
2017,16,825,Kevin Magnussen,87.19663021209838,6.191482489469358,race
2017,16,154,Romain Grosjean,94.47806245021627,5.848388519070696,race
2017,16,13,Felipe Massa,112.30483178116128,5.555861401918318,race
2017,16,4,Fernando Alonso,100.63741912518024,5.809411486293455,race
2017,16,835,Jolyon Palmer,83.7849049295593,6.463193533839797,race
2017,16,842,Pierre Gasly,37.966955472004216,8.21644876292652,race
2017,16,838,Stoffel Vandoorne,84.34923228409748,7.338602495250584,race
2017,16,836,Pascal Wehrlein,63.37850283987875,6.65209402437637,race
2017,16,828,Marcus Ericsson,62.51936615431747,5.787543138052297,race
2017,16,832,Carlos Sainz,98.37295333196202,5.910399171871209,race
2017,17,1,Lewis Hamilton,210.77142136971932,6.132260174801602,quali
2017,17,20,Sebastian Vettel,171.54940178257073,5.779328955805013,quali
2017,17,822,Valtteri Bottas,162.654510715878,5.886599515091613,quali
2017,17,817,Daniel Ricciardo,160.3971818571619,5.764009700771291,quali
2017,17,8,Kimi Räikkönen,157.21093543633393,5.683995821994764,quali
2017,17,830,Max Verstappen,151.02718988719826,6.164592832722554,quali
2017,17,839,Esteban Ocon,111.10305426264895,6.961938393076297,quali
2017,17,832,Carlos Sainz,99.7889562066055,6.086141753161311,quali
2017,17,4,Fernando Alonso,101.67282076705824,5.796627188303751,quali
2017,17,815,Sergio Pérez,122.64123589085084,5.49548612108883,quali
2017,17,13,Felipe Massa,112.28696571058597,5.5508384040282905,quali
2017,17,826,Daniil Kvyat,94.78183849682291,5.833780716432886,quali
2017,17,838,Stoffel Vandoorne,85.34193175747852,7.290729604915036,quali
2017,17,154,Romain Grosjean,94.41316022133871,5.841397959010475,quali
2017,17,807,Nico Hülkenberg,112.27336213180496,5.766046068180112,quali
2017,17,828,Marcus Ericsson,63.12131849401899,5.7693451822964565,quali
2017,17,840,Lance Stroll,78.49689437627488,7.507880084988469,quali
2017,17,843,Brendon Hartley,27.51466364809751,8.287002532691028,quali
2017,17,836,Pascal Wehrlein,63.0193943819037,6.636644744104701,quali
2017,17,825,Kevin Magnussen,85.41329369955953,6.173721708554283,quali
2017,17,1,Lewis Hamilton,212.04281243023632,6.121318549112505,race
2017,17,20,Sebastian Vettel,172.8541715696983,5.768777216201413,race
2017,17,8,Kimi Räikkönen,158.3227372715077,5.671581185165181,race
2017,17,830,Max Verstappen,151.98773762261084,6.141550817199517,race
2017,17,822,Valtteri Bottas,162.4888790541964,5.878359733448799,race
2017,17,839,Esteban Ocon,112.98897313021959,6.935055014153217,race
2017,17,832,Carlos Sainz,101.24059586660093,6.070710212630432,race
2017,17,815,Sergio Pérez,122.60709654112374,5.4896386749851755,race
2017,17,13,Felipe Massa,112.27121264575516,5.544803293099945,race
2017,17,826,Daniil Kvyat,95.23055797551311,5.8080183534777605,race
2017,17,840,Lance Stroll,79.85188830151083,7.44942148402452,race
2017,17,838,Stoffel Vandoorne,85.3428944660304,7.211451082595853,race
2017,17,843,Brendon Hartley,31.01315622051907,8.256997841795975,race
2017,17,154,Romain Grosjean,93.80114494341237,5.827116000599088,race
2017,17,828,Marcus Ericsson,63.10601337981332,5.761881062444727,race
2017,17,825,Kevin Magnussen,84.33601824813069,6.1535282445624375,race
2017,17,836,Pascal Wehrlein,62.06663677618802,6.619581180763726,race
2017,18,20,Sebastian Vettel,174.63570441377948,5.766005969362416,quali
2017,18,830,Max Verstappen,153.96966152507724,6.136914091184408,quali
2017,18,1,Lewis Hamilton,211.8362197982942,6.114522972873969,quali
2017,18,822,Valtteri Bottas,163.50344616883004,5.864006833843041,quali
2017,18,8,Kimi Räikkönen,158.9064928524238,5.655098449308007,quali
2017,18,839,Esteban Ocon,115.16526923188198,6.91954632767775,quali
2017,18,817,Daniel Ricciardo,160.15740330501893,5.75620892417374,quali
2017,18,807,Nico Hülkenberg,113.32849285731255,5.75287581145613,quali
2017,18,832,Carlos Sainz,102.45666443990956,6.05490583981153,quali
2017,18,815,Sergio Pérez,122.54591916978364,5.484197265416131,quali
2017,18,13,Felipe Massa,112.23680746778568,5.539319133454693,quali
2017,18,840,Lance Stroll,81.47232785811113,7.407508704310453,quali
2017,18,843,Brendon Hartley,34.55230702333358,8.23815711054502,quali
2017,18,4,Fernando Alonso,101.38483113125699,5.78704580648862,quali
2017,18,838,Stoffel Vandoorne,85.19701151091711,7.192325140076475,quali
2017,18,828,Marcus Ericsson,63.59898967877358,5.740861089983307,quali
2017,18,836,Pascal Wehrlein,62.30340395534313,6.575442900791122,quali
